,1y Target Est,52 Week Range,Ask,Avg. Volume,Beta (5Y Monthly),Bid,Date,Day's Range,EPS (TTM),Earnings Date,Ex-Dividend Date,Forward Dividend & Yield,Market Cap,Name,Open,PE Ratio (TTM),Previous Close,Sector,Ticker,Volume,5y Average Return,Average for Category,Category,Expense Ratio (net),Holdings Turnover,Inception Date,Last Cap Gain,Last Dividend,Morningstar Rating,Morningstar Risk Rating,Net Assets,Sustainability Rating,YTD Return,Yield
341,91.00,38.51 - 110.97,109.75 x 900,"3,808,870",1.42,110.07 x 1000,06/08/2021,106.50 - 110.25,5.39,"Jul 21, 2021 - Jul 26, 2021","Mar 30, 2021",1.62 (1.51%),32.914B,Nucor Corp.,108.50,20.42,107.37,Materials,NUE,"2,764,135",,,,,,,,,,,,,,
342,715.34,348.13 - 712.50,698.00 x 900,"8,651,703",1.37,698.00 x 1800,06/08/2021,690.04 - 704.76,8.46,"Aug 17, 2021 - Aug 23, 2021","Jun 09, 2021",0.64 (0.09%),435.028B,Nvidia Corporation,701.09,82.54,704.76,Information Technology,NVDA,"8,045,619",,,,,,,,,,,,,,
343,"5,626.67","3,050.00 - 5,308.48","4,955.22 x 1000","20,437",1.01,"4,755.88 x 1300",06/08/2021,"4,777.78 - 4,864.20",248.33,"Jul 20, 2021 - Jul 26, 2021",N/A,N/A (N/A),17.597B,NVR Inc.,"4,818.45",19.48,"4,808.51",Consumer Discretionary,NVR,"13,872",,,,,,,,,,,,,,
344,224.77,102.36 - 216.43,198.13 x 900,"3,971,004",1.44,198.24 x 1000,06/08/2021,197.50 - 203.08,1.50,"Jul 26, 2021 - Jul 30, 2021","Jun 14, 2021",2.25 (1.11%),54.667B,NXP Semiconductors,203.08,131.99,201.15,Information Technology,NXPI,"3,322,628",,,,,,,,,,,,,,
345,595.00,401.65 - 568.63,529.25 x 2200,"498,056",1.08,529.01 x 800,06/08/2021,523.03 - 531.11,26.65,"Jul 27, 2021 - Aug 02, 2021",N/A,N/A (N/A),36.908B,O'Reilly Automotive,525.00,19.86,525.44,Consumer Discretionary,ORLY,"494,397",,,,,,,,,,,,,,
346,31.09,8.52 - 32.52,29.24 x 1200,"17,732,101",2.49,29.17 x 900,06/08/2021,28.48 - 29.49,-14.87,"Aug 09, 2021 - Aug 13, 2021","Jun 09, 2021",0.04 (0.14%),27.247B,Occidental Petroleum,29.09,N/A,29.16,Energy,OXY,"12,061,360",,,,,,,,,,,,,,
347,266.33,153.57 - 276.09,255.46 x 1200,"690,160",1.02,255.47 x 800,06/08/2021,252.26 - 256.39,6.27,"Jul 28, 2021 - Aug 02, 2021","Jun 01, 2021",0.80 (0.31%),29.617B,Old Dominion Freight Line,255.24,40.71,254.29,Industrials,ODFL,"691,730",,,,,,,,,,,,,,
348,82.31,44.50 - 86.38,83.72 x 900,"1,979,415",0.95,83.69 x 900,06/08/2021,82.02 - 83.90,4.51,"Jul 26, 2021 - Jul 30, 2021","Jun 10, 2021",2.80 (3.38%),17.998B,Omnicom Group,82.60,18.55,82.78,Communication Services,OMC,"1,168,435",,,,,,,,,,,,,,
349,52.47,23.28 - 56.09,56.00 x 800,"2,830,081",1.96,55.34 x 900,06/08/2021,54.74 - 56.09,2.59,"Jul 26, 2021 - Jul 30, 2021","Apr 23, 2021",3.74 (6.78%),24.852B,Oneok,55.04,21.56,55.17,Energy,OKE,"4,537,725",,,,,,,,,,,,,,
350,72.97,50.91 - 85.03,84.78 x 1800,"13,143,078",0.78,84.64 x 3100,06/08/2021,84.00 - 85.03,4.18,"Jun 14, 2021 - Jun 18, 2021","Apr 07, 2021",1.28 (1.52%),243.976B,Oracle Corp.,84.03,20.25,83.94,Information Technology,ORCL,"10,355,611",,,,,,,,,,,,,,
351,N/A,28.53 - 38.75,29.24 x 3200,"2,869,686",N/A,29.08 x 1000,06/08/2021,28.53 - 30.91,N/A,N/A,N/A,N/A (N/A),7.318B,Organon & Co.,30.33,N/A,31.42,Health Care,OGN,"18,208,006",,,,,,,,,,,,,,
352,83.25,53.83 - 80.95,80.92 x 800,"2,675,953",N/A,80.90 x 1000,06/08/2021,79.38 - 80.95,N/A,"Jul 26, 2021 - Jul 30, 2021","May 20, 2021",0.96 (1.20%),34.696B,Otis Worldwide,79.76,N/A,79.61,Industrials,OTIS,"2,647,031",,,,,,,,,,,,,,
353,100.56,70.89 - 103.19,93.48 x 900,"1,759,143",1.04,93.48 x 1300,06/08/2021,92.72 - 93.75,4.06,"Jul 19, 2021 - Jul 23, 2021","May 11, 2021",1.36 (1.46%),32.452B,Paccar,93.56,23.02,93.37,Industrials,PCAR,"879,959",,,,,,,,,,,,,,
354,144.30,92.02 - 156.54,145.96 x 2200,"543,487",0.92,144.46 x 900,06/08/2021,143.47 - 145.00,5.10,"Jul 26, 2021 - Jul 30, 2021","Jun 14, 2021",4.00 (2.77%),13.705B,Packaging Corporation of America,144.27,28.28,144.32,Materials,PKG,"831,211",,,,,,,,,,,,,,
355,357.12,170.30 - 324.68,310.92 x 1000,"809,979",1.78,304.22 x 900,06/08/2021,305.19 - 312.18,11.78,"Aug 05, 2021","May 06, 2021",4.12 (1.34%),40.134B,Parker-Hannifin,307.95,26.39,307.38,Industrials,PH,"523,659",,,,,,,,,,,,,,
356,98.07,69.96 - 103.32,103.49 x 800,"1,775,903",0.89,101.74 x 800,06/08/2021,101.93 - 103.32,2.92,"Jul 05, 2021 - Jul 09, 2021","May 11, 2021",2.64 (2.59%),37.128B,Paychex Inc.,102.00,35.28,101.75,Information Technology,PAYX,"933,335",,,,,,,,,,,,,,
357,432.92,257.87 - 471.08,326.53 x 1000,"376,289",1.38,327.22 x 1300,06/08/2021,322.06 - 329.53,2.49,"Aug 02, 2021 - Aug 06, 2021",N/A,N/A (N/A),19.639B,Paycom,324.99,131.05,320.24,Information Technology,PAYC,"257,458",,,,,,,,,,,,,,
358,313.07,151.89 - 309.14,263.44 x 900,"7,237,393",1.16,263.11 x 1100,06/08/2021,260.57 - 264.55,4.39,"Jul 27, 2021 - Aug 02, 2021",N/A,N/A (N/A),309.13B,PayPal,261.57,59.97,260.60,Information Technology,PYPL,"4,423,188",,,,,,,,,,,,,,
359,105.36,26.96 - 142.00,84.00 x 1200,"5,072,545",2.57,84.00 x 900,06/08/2021,82.62 - 85.69,0.21,"Aug 04, 2021 - Aug 09, 2021",N/A,N/A (N/A),13.143B,Penn National Gaming,84.64,402.20,84.25,Consumer Discretionary,PENN,"3,525,391",,,,,,,,,,,,,,
360,68.60,35.61 - 70.76,69.50 x 800,"979,921",1.15,69.50 x 1000,06/08/2021,68.16 - 69.60,2.48,"Jul 21, 2021 - Jul 26, 2021","Jul 22, 2021",0.80 (1.16%),11.553B,Pentair plc,68.89,28.07,69.15,Industrials,PNR,"636,391",,,,,,,,,,,,,,
361,18.60,9.74 - 19.62,19.20 x 2200,"4,258,375",1.21,18.25 x 3100,06/08/2021,18.47 - 19.00,0.52,"Jul 22, 2021","Apr 30, 2021",0.73 (3.87%),7.999B,People's United Financial,18.72,36.65,18.84,Financials,PBCT,"2,671,527",,,,,,,,,,,,,,
362,154.81,126.53 - 148.85,146.36 x 1800,"5,604,567",0.61,146.36 x 1200,06/08/2021,145.92 - 147.83,5.40,"Jul 13, 2021","Jun 03, 2021",4.30 (2.91%),202.229B,PepsiCo Inc.,147.70,27.10,147.75,Consumer Staples,PEP,"5,997,199",,,,,,,,,,,,,,
363,158.50,93.23 - 162.70,139.92 x 900,"879,385",1.12,139.86 x 800,06/08/2021,138.37 - 140.58,9.56,"Jul 26, 2021 - Jul 30, 2021","Jul 15, 2021",0.28 (0.20%),15.661B,PerkinElmer,138.54,14.61,137.52,Health Care,PKI,"568,889",,,,,,,,,,,,,,
364,54.13,38.20 - 58.83,47.95 x 900,"1,055,357",1.20,46.23 x 1000,06/08/2021,46.26 - 47.10,-1.71,"Aug 03, 2021 - Aug 09, 2021","Jun 03, 2021",0.96 (2.04%),6.281B,Perrigo,46.77,N/A,46.74,Health Care,PRGO,"798,014",,,,,,,,,,,,,,
365,42.62,29.99 - 43.08,38.82 x 3200,"27,361,771",0.67,38.87 x 3100,06/08/2021,38.47 - 39.11,1.97,"Jul 26, 2021 - Jul 30, 2021","May 06, 2021",1.56 (4.00%),217.47B,Pfizer Inc.,39.07,19.68,38.99,Health Care,PFE,"18,477,891",,,,,,,,,,,,,,
366,106.23,68.37 - 98.93,96.39 x 900,"4,481,176",0.85,96.21 x 900,06/08/2021,96.21 - 98.93,5.54,"Jul 20, 2021","Mar 19, 2021",4.80 (4.87%),150.243B,Philip Morris International,98.70,17.40,98.56,Consumer Staples,PM,"5,455,518",,,,,,,,,,,,,,
367,94.64,43.27 - 93.79,92.41 x 1000,"2,652,406",1.68,92.53 x 1000,06/08/2021,90.26 - 93.77,-4.88,"Jul 29, 2021 - Aug 02, 2021","May 21, 2021",3.60 (3.90%),40.529B,Phillips 66,91.72,N/A,92.41,Energy,PSX,"2,778,097",,,,,,,,,,,,,,
368,87.15,69.29 - 91.88,86.90 x 800,"860,779",0.29,86.84 x 800,06/08/2021,86.32 - 87.12,4.92,"Aug 04, 2021 - Aug 09, 2021","Apr 30, 2021",3.32 (3.82%),9.794B,Pinnacle West Capital,87.09,17.66,86.99,Utilities,PNW,"380,610",,,,,,,,,,,,,,
369,200.00,76.58 - 175.37,170.75 x 1100,"2,372,348",1.94,169.35 x 1200,06/08/2021,167.04 - 171.61,-3.18,"Aug 02, 2021 - Aug 06, 2021","Jun 29, 2021",2.24 (1.32%),41.335B,Pioneer Natural Resources,169.72,N/A,170.71,Energy,PXD,"1,965,509",,,,,,,,,,,,,,
370,197.03,97.09 - 203.88,193.98 x 900,"1,789,717",1.39,191.00 x 1100,06/08/2021,189.61 - 194.27,19.13,"Jul 14, 2021","Apr 15, 2021",4.60 (2.38%),82.465B,PNC Financial Services,191.30,10.15,193.11,Financials,PNC,"1,524,109",,,,,,,,,,,,,,
371,457.13,244.91 - 449.44,440.26 x 800,"283,403",0.79,440.00 x 800,06/08/2021,430.76 - 440.43,10.64,"Jul 21, 2021 - Jul 26, 2021","May 14, 2021",3.20 (0.73%),17.658B,Pool Corporation,435.88,41.34,435.55,Consumer Discretionary,POOL,"167,277",,,,,,,,,,,,,,
372,183.86,98.41 - 182.97,179.05 x 1200,"1,383,143",1.14,179.07 x 900,06/08/2021,177.24 - 179.57,5.01,"Jul 14, 2021 - Jul 19, 2021","May 07, 2021",2.16 (1.20%),42.456B,PPG Industries,179.30,35.71,179.98,Materials,PPG,"918,096",,,,,,,,,,,,,,
373,31.41,24.20 - 30.81,28.96 x 2200,"5,575,454",0.77,28.89 x 3000,06/08/2021,28.75 - 29.15,-1.21,"Aug 09, 2021 - Aug 13, 2021","Jun 09, 2021",1.66 (5.71%),22.236B,PPL Corp.,29.08,N/A,29.08,Utilities,PPL,"5,777,024",,,,,,,,,,,,,,
374,67.00,37.03 - 67.97,66.08 x 1000,"1,577,971",1.65,66.16 x 1000,06/08/2021,64.70 - 66.22,5.88,"Jul 27, 2021","Jun 02, 2021",2.44 (3.72%),17.996B,Principal Financial Group,65.22,11.25,65.52,Financials,PFG,"882,068",,,,,,,,,,,,,,
375,147.94,113.76 - 146.92,134.95 x 900,"8,864,557",0.41,134.82 x 1300,06/08/2021,134.75 - 136.75,5.44,"Jul 28, 2021 - Aug 02, 2021","Apr 22, 2021",3.48 (2.55%),330.119B,Procter & Gamble,136.68,24.79,136.42,Consumer Staples,PG,"6,705,769",,,,,,,,,,,,,,
376,103.17,75.00 - 107.59,97.47 x 900,"2,651,204",0.47,95.93 x 1100,06/08/2021,95.43 - 96.63,11.00,"Jun 16, 2021","Jul 06, 2021",0.40 (0.41%),56.088B,Progressive Corp.,96.41,8.72,96.39,Financials,PGR,"3,198,662",,,,,,,,,,,,,,
377,126.09,87.93 - 124.46,123.84 x 1100,"2,604,782",0.75,123.84 x 800,06/08/2021,122.75 - 124.46,1.82,"Jul 19, 2021 - Jul 23, 2021","Jun 15, 2021",2.52 (2.05%),91.48B,Prologis,123.12,68.13,122.68,Real Estate,PLD,"2,101,572",,,,,,,,,,,,,,
378,106.73,57.11 - 109.17,108.14 x 800,"2,228,443",1.70,108.13 x 1300,06/08/2021,106.09 - 108.45,6.73,"Aug 03, 2021","May 24, 2021",4.60 (4.26%),42.576B,Prudential Financial,107.23,16.06,108.07,Financials,PRU,"1,287,341",,,,,,,,,,,,,,
379,156.15,72.27 - 149.50,135.02 x 900,"1,057,192",1.21,134.95 x 1100,06/08/2021,133.31 - 135.72,1.88,"Jul 27, 2021 - Aug 02, 2021",N/A,N/A (N/A),15.77B,PTC Inc.,133.94,71.74,132.57,Information Technology,PTC,"437,309",,,,,,,,,,,,,,
380,67.68,46.70 - 64.30,61.07 x 1000,"2,049,867",0.56,61.01 x 1000,06/08/2021,60.10 - 61.16,4.16,"Jul 29, 2021 - Aug 02, 2021","Jun 07, 2021",2.04 (3.35%),30.839B,Public Service Enterprise Group (PSEG),60.88,14.67,60.87,Utilities,PEG,"1,938,382",,,,,,,,,,,,,,
381,285.70,183.22 - 294.09,295.00 x 800,"712,139",0.10,276.00 x 800,06/08/2021,291.52 - 294.09,6.71,"Aug 03, 2021 - Aug 09, 2021","Jun 14, 2021",8.00 (2.73%),51.339B,Public Storage,292.10,43.73,291.22,Real Estate,PSA,"591,978",,,,,,,,,,,,,,
382,71.40,31.55 - 63.91,57.01 x 1000,"2,844,523",1.45,57.00 x 1300,06/08/2021,56.56 - 57.24,5.57,"Jul 21, 2021 - Jul 26, 2021","Jun 10, 2021",0.56 (0.99%),14.979B,PulteGroup,56.97,10.22,56.71,Consumer Discretionary,PHM,"1,826,715",,,,,,,,,,,,,,
383,119.41,41.77 - 121.18,115.76 x 800,"990,334",2.38,112.24 x 800,06/08/2021,109.59 - 113.53,-15.96,"Aug 31, 2021 - Sep 06, 2021","Mar 19, 2020",N/A (N/A),8.047B,PVH Corp.,110.42,N/A,110.66,Consumer Discretionary,PVH,"472,877",,,,,,,,,,,,,,
384,204.52,104.57 - 201.68,184.35 x 800,"1,162,507",1.39,182.00 x 1200,06/08/2021,182.00 - 187.04,6.32,"Jul 27, 2021 - Aug 02, 2021",N/A,N/A (N/A),20.746B,Qorvo,185.55,29.16,183.86,Information Technology,QRVO,"874,312",,,,,,,,,,,,,,
385,171.30,83.10 - 167.94,134.24 x 1800,"9,628,376",1.34,134.10 x 800,06/08/2021,133.00 - 135.38,6.98,"Jul 27, 2021 - Aug 02, 2021","Jun 02, 2021",2.72 (2.04%),151.378B,Qualcomm,134.06,19.22,133.32,Information Technology,QCOM,"8,890,977",,,,,,,,,,,,,,
386,104.71,35.36 - 101.96,96.30 x 800,"1,126,585",1.26,94.33 x 800,06/08/2021,92.50 - 94.87,3.44,"Aug 04, 2021 - Aug 09, 2021","Jun 30, 2021",0.24 (0.26%),13.171B,Quanta Services Inc.,93.25,27.49,92.24,Industrials,PWR,"978,680",,,,,,,,,,,,,,
387,144.20,103.26 - 142.80,127.37 x 1200,"1,199,964",1.03,127.44 x 900,06/08/2021,126.39 - 129.33,13.18,"Jul 21, 2021 - Jul 26, 2021","Jul 06, 2021",2.48 (1.92%),15.502B,Quest Diagnostics,129.17,9.68,128.93,Health Care,DGX,"839,579",,,,,,,,,,,,,,
388,135.23,63.90 - 142.06,126.00 x 900,"1,029,231",1.53,122.55 x 800,06/08/2021,119.53 - 122.90,-1.65,"Aug 02, 2021 - Aug 06, 2021","Jun 24, 2021",2.75 (2.27%),8.956B,Ralph Lauren Corporation,120.43,N/A,120.95,Consumer Discretionary,RL,"521,356",,,,,,,,,,,,,,
389,149.67,64.98 - 138.56,134.00 x 900,"682,153",1.26,129.18 x 800,06/08/2021,128.50 - 132.11,7.49,"Jul 27, 2021 - Aug 02, 2021","Jun 30, 2021",1.56 (1.19%),18.088B,Raymond James Financial,129.75,17.58,130.67,Financials,RJF,"396,222",,,,,,,,,,,,,,
390,97.06,51.92 - 89.93,89.46 x 1200,"6,628,223",1.07,88.40 x 1300,06/08/2021,88.76 - 89.78,N/A,"Jul 26, 2021 - Jul 30, 2021","May 20, 2021",2.04 (2.29%),135.525B,Raytheon Technologies,89.20,N/A,88.97,Industrials,RTX,"4,776,968",,,,,,,,,,,,,,
391,73.93,56.33 - 71.84,70.76 x 2200,"3,132,432",0.73,70.48 x 1100,06/08/2021,70.42 - 71.00,0.97,"Aug 02, 2021 - Aug 06, 2021","May 28, 2021",2.82 (4.01%),26.322B,Realty Income Corporation,70.46,72.94,70.35,Real Estate,O,"3,935,312",,,,,,,,,,,,,,
392,65.75,33.29 - 67.97,68.50 x 2200,"1,148,617",1.13,63.58 x 800,06/08/2021,66.82 - 67.97,0.88,"Aug 02, 2021 - Aug 06, 2021","Jun 14, 2021",2.38 (3.56%),11.483B,Regency Centers Corporation,66.82,77.08,66.80,Real Estate,REG,"938,480",,,,,,,,,,,,,,
393,628.36,441.00 - 664.64,509.00 x 800,"824,567",0.19,506.17 x 1300,06/08/2021,501.70 - 518.59,35.13,"Aug 03, 2021 - Aug 09, 2021",N/A,N/A (N/A),53.956B,Regeneron Pharmaceuticals,517.20,14.42,514.99,Health Care,REGN,"963,667",,,,,,,,,,,,,,
394,23.50,9.79 - 23.81,22.31 x 4000,"8,049,653",1.57,22.30 x 3100,06/08/2021,21.77 - 22.42,1.52,"Jul 23, 2021","Jun 03, 2021",0.62 (2.75%),21.475B,Regions Financial Corp.,22.25,14.69,22.51,Financials,RF,"10,307,244",,,,,,,,,,,,,,
395,118.62,78.22 - 113.28,108.98 x 800,"1,137,507",0.71,109.01 x 1000,06/08/2021,108.37 - 109.40,3.18,"Aug 04, 2021 - Aug 09, 2021","Jun 30, 2021",1.70 (1.57%),34.778B,Republic Services Inc,108.84,34.28,108.56,Industrials,RSG,"1,126,422",,,,,,,,,,,,,,
396,211.40,157.08 - 224.43,207.80 x 800,"616,646",0.29,204.88 x 900,06/08/2021,204.93 - 208.88,3.13,"Aug 03, 2021 - Aug 09, 2021","May 12, 2021",1.56 (0.75%),30.192B,ResMed,208.12,66.31,206.70,Health Care,RMD,"407,147",,,,,,,,,,,,,,
397,85.33,48.29 - 91.57,91.43 x 800,"907,973",1.58,91.41 x 800,06/08/2021,89.34 - 91.57,2.89,"Jul 21, 2021 - Jul 26, 2021","May 24, 2021",1.52 (1.69%),10.298B,Robert Half International,89.83,31.62,89.83,Industrials,RHI,"588,885",,,,,,,,,,,,,,
398,274.89,200.60 - 277.89,275.73 x 1200,"636,962",1.35,275.49 x 800,06/08/2021,273.75 - 277.89,13.57,"Jul 26, 2021 - Jul 30, 2021","Aug 13, 2021",4.28 (1.56%),31.971B,Rockwell Automation Inc.,274.90,20.30,274.73,Industrials,ROK,"643,133",,,,,,,,,,,,,,
399,36.50,27.02 - 43.00,40.00 x 1400,"1,417,185",0.50,33.12 x 1000,06/08/2021,32.76 - 33.15,0.63,"Jul 27, 2021 - Aug 02, 2021","May 07, 2021",0.32 (0.98%),16.299B,Rollins Inc.,32.99,52.57,32.80,Industrials,ROL,"906,016",,,,,,,,,,,,,,
400,471.00,362.90 - 455.72,450.90 x 1100,"463,471",1.03,450.72 x 1000,06/08/2021,444.56 - 451.18,9.43,"Jul 26, 2021 - Jul 30, 2021","Apr 01, 2021",2.25 (0.50%),47.325B,Roper Technologies,447.62,47.68,446.78,Industrials,ROP,"252,193",,,,,,,,,,,,,,
401,139.20,79.65 - 134.22,120.32 x 800,"2,127,389",1.04,120.26 x 800,06/08/2021,119.72 - 121.10,2.44,"Aug 18, 2021 - Aug 23, 2021","Jun 07, 2021",1.14 (0.96%),42.89B,Ross Stores,120.37,49.27,119.22,Consumer Discretionary,ROST,"1,798,973",,,,,,,,,,,,,,
402,93.27,45.06 - 99.24,95.20 x 1100,"3,964,571",2.85,95.00 x 900,06/08/2021,93.94 - 95.98,-24.62,"Aug 09, 2021 - Aug 13, 2021","Mar 05, 2020",N/A (N/A),24.172B,Royal Caribbean Group,94.95,N/A,94.48,Consumer Discretionary,RCL,"3,234,958",,,,,,,,,,,,,,
403,433.30,303.50 - 398.00,384.47 x 800,"1,328,576",0.97,384.05 x 3000,06/08/2021,379.09 - 384.61,10.16,"Jul 26, 2021 - Jul 30, 2021","May 25, 2021",3.08 (0.81%),92.6B,S&P Global Inc.,381.24,37.84,381.23,Financials,SPGI,"1,179,584",,,,,,,,,,,,,,
404,278.02,171.27 - 284.50,236.40 x 1000,"5,942,471",1.09,236.20 x 1100,06/08/2021,235.67 - 241.79,4.74,"Aug 23, 2021 - Aug 27, 2021",N/A,N/A (N/A),218.925B,Salesforce.com,238.80,49.85,238.14,Information Technology,CRM,"5,827,260",,,,,,,,,,,,,,
405,337.78,232.88 - 328.37,317.73 x 900,"651,070",0.20,317.50 x 1100,06/08/2021,312.72 - 318.50,1.24,"Jul 26, 2021 - Aug 02, 2021","May 19, 2021",2.32 (0.74%),34.708B,SBA Communications,316.77,257.02,315.20,Real Estate,SBAC,"727,148",,,,,,,,,,,,,,
406,31.94,13.70 - 36.87,36.00 x 2200,"13,473,973",2.42,35.99 x 1200,06/08/2021,35.22 - 36.21,-2.04,"Jul 22, 2021 - Jul 26, 2021","Jun 01, 2021",0.50 (1.37%),50.2B,Schlumberger Ltd.,35.59,N/A,35.83,Energy,SLB,"12,822,018",,,,,,,,,,,,,,
407,89.35,43.53 - 106.22,101.00 x 1400,"3,460,965",1.17,98.01 x 1000,06/08/2021,96.88 - 101.19,3.96,"Jul 26, 2021 - Jul 30, 2021","May 11, 2021",2.68 (2.72%),23.077B,Seagate Technology,99.09,25.48,98.65,Information Technology,STX,"3,200,671",,,,,,,,,,,,,,
408,59.82,29.36 - 58.67,58.47 x 1200,"1,245,103",1.27,57.46 x 1000,06/08/2021,57.03 - 57.70,3.11,"Aug 04, 2021 - Aug 09, 2021","Jun 03, 2021",0.80 (1.39%),8.747B,Sealed Air,57.48,18.50,57.51,Materials,SEE,"1,024,772",,,,,,,,,,,,,,
409,150.96,112.16 - 140.46,135.55 x 900,"1,584,740",0.65,135.47 x 900,06/08/2021,134.49 - 136.61,13.14,"Aug 03, 2021 - Aug 09, 2021","Mar 24, 2021",4.40 (3.23%),41.006B,Sempra Energy,136.61,10.31,136.10,Utilities,SRE,"1,681,172",,,,,,,,,,,,,,
410,606.66,372.87 - 598.37,460.69 x 800,"1,631,456",0.93,460.25 x 1400,06/08/2021,459.42 - 471.08,0.76,"Jul 27, 2021 - Aug 02, 2021",N/A,N/A (N/A),90.976B,ServiceNow,463.97,606.26,459.46,Information Technology,NOW,"1,074,368",,,,,,,,,,,,,,
411,292.08,178.66 - 293.05,277.20 x 1000,"1,324,525",1.08,281.13 x 800,06/08/2021,278.80 - 282.20,7.74,"Jul 26, 2021 - Jul 30, 2021","May 20, 2021",2.20 (0.78%),74.732B,Sherwin-Williams,281.94,36.32,280.81,Materials,SHW,"926,267",,,,,,,,,,,,,,
412,129.59,59.03 - 136.70,136.00 x 1000,"2,830,125",1.55,135.60 x 2200,06/08/2021,133.90 - 136.70,3.55,"Aug 09, 2021 - Aug 13, 2021","Apr 08, 2021",5.20 (3.88%),44.586B,Simon Property Group Inc,134.61,38.19,134.00,Real Estate,SPG,"2,590,916",,,,,,,,,,,,,,
413,205.85,122.83 - 204.00,168.50 x 1000,"1,977,839",1.07,168.25 x 800,06/08/2021,167.91 - 172.15,7.22,"Jul 21, 2021 - Jul 26, 2021","May 17, 2021",2.00 (1.18%),27.774B,Skyworks Solutions,171.76,23.29,169.72,Information Technology,SWKS,"1,143,442",,,,,,,,,,,,,,
414,232.25,128.10 - 259.99,254.00 x 1000,"387,426",1.29,247.58 x 800,06/08/2021,247.18 - 249.66,12.45,"Jul 29, 2021 - Aug 02, 2021","May 20, 2021",4.92 (1.96%),13.409B,Snap-on,249.24,19.91,251.09,Industrials,SNA,"543,507",,,,,,,,,,,,,,
415,68.27,50.40 - 66.93,63.54 x 800,"3,980,534",0.44,63.45 x 900,06/08/2021,63.40 - 64.80,3.18,"Jul 28, 2021 - Aug 02, 2021","May 14, 2021",2.64 (4.08%),67.159B,Southern Company,64.80,19.95,64.67,Utilities,SO,"4,543,163",,,,,,,,,,,,,,
416,69.65,30.24 - 64.75,59.00 x 1400,"6,301,110",1.25,58.91 x 800,06/08/2021,58.31 - 59.29,-4.91,"Jul 22, 2021","Mar 03, 2020",N/A (N/A),34.832B,Southwest Airlines,58.86,N/A,58.28,Industrials,LUV,"4,797,981",,,,,,,,,,,,,,
417,238.31,124.74 - 225.00,208.64 x 900,"1,147,603",1.44,208.01 x 1400,06/08/2021,205.90 - 209.10,9.84,"Jul 28, 2021 - Aug 02, 2021","Jun 07, 2021",2.80 (1.34%),33.73B,Stanley Black & Decker,209.02,21.22,209.15,Industrials,SWK,"732,042",,,,,,,,,,,,,,
418,124.03,71.06 - 118.98,111.52 x 800,"6,195,631",0.87,111.33 x 900,06/08/2021,110.86 - 111.99,0.85,"Jul 27, 2021","May 12, 2021",1.80 (1.62%),131.404B,Starbucks Corp.,111.38,131.35,111.33,Consumer Discretionary,SBUX,"4,508,941",,,,,,,,,,,,,,
419,91.88,56.63 - 89.28,86.18 x 1100,"2,350,337",1.60,86.08 x 1000,06/08/2021,84.87 - 86.63,6.07,"Jul 15, 2021 - Jul 19, 2021","Jun 30, 2021",2.08 (2.41%),29.929B,State Street Corp.,85.89,14.18,86.41,Financials,STT,"2,021,431",,,,,,,,,,,,,,
420,228.40,146.12 - 216.74,195.62 x 1000,"735,368",0.55,195.60 x 1100,06/08/2021,190.86 - 195.88,4.63,"Aug 02, 2021 - Aug 06, 2021","May 27, 2021",1.60 (0.83%),16.708B,Steris,195.27,42.27,193.83,Health Care,STE,"1,045,848",,,,,,,,,,,,,,
421,274.09,171.75 - 268.04,249.64 x 800,"1,129,676",0.96,249.76 x 800,06/08/2021,246.01 - 251.59,3.69,"Jul 28, 2021 - Aug 02, 2021","Jun 29, 2021",2.52 (1.01%),94.089B,Stryker Corp.,251.59,67.68,249.54,Health Care,SYK,"961,603",,,,,,,,,,,,,,
422,603.62,199.70 - 608.84,606.89 x 1000,"501,323",2.07,607.02 x 1000,06/08/2021,594.26 - 608.84,30.38,"Jul 22, 2021","Feb 10, 1992",N/A (N/A),32.96B,SVB Financial,603.22,19.97,602.38,Financials,SIVB,"280,865",,,,,,,,,,,,,,
423,51.18,21.04 - 50.96,50.80 x 800,"6,256,992",1.84,49.72 x 3200,06/08/2021,49.73 - 50.96,3.56,"Jul 19, 2021 - Jul 23, 2021","Apr 30, 2021",0.88 (1.77%),29.545B,Synchrony Financial,50.21,14.28,50.45,Financials,SYF,"5,298,666",,,,,,,,,,,,,,
424,302.00,176.15 - 300.91,255.10 x 1300,"939,257",1.04,247.00 x 800,06/08/2021,254.45 - 256.91,5.14,"Aug 17, 2021 - Aug 23, 2021",N/A,N/A (N/A),38.905B,Synopsys Inc.,256.30,49.63,252.59,Information Technology,SNPS,"505,922",,,,,,,,,,,,,,
425,89.50,50.03 - 86.73,80.60 x 800,"2,141,860",1.42,80.31 x 900,06/08/2021,79.62 - 80.52,-0.48,"Aug 09, 2021 - Aug 13, 2021","Jul 01, 2021",1.88 (2.36%),41.085B,Sysco Corp.,79.77,N/A,79.83,Consumer Staples,SYY,"3,153,574",,,,,,,,,,,,,,
426,164.86,100.11 - 145.66,145.93 x 800,"4,525,676",0.58,144.13 x 1300,06/08/2021,144.02 - 145.66,2.42,"Aug 04, 2021 - Aug 09, 2021","May 01, 2013",N/A (N/A),181.281B,T-Mobile US,143.90,60.03,143.51,Communication Services,TMUS,"3,765,370",,,,,,,,,,,,,,
